1,2019,MAG,Medical Xpress,A,B,C,"  College of Georgia, Augusta, Georgia, and The Fourth Military Medical University, Xi'an, China, with coauthors. "" There is evidence to support the bidirectional nature"
2,2019,ACAD,Journal of Shipping and Trade,A,B,C,  # 0 # 0.000 # Shandong # Jinan # 2 # 0.054 # Shaanxi # Xi'an # 1 # 0.027 # Sichuan # Chengdu # 1 # 0.027 # Yunnan #
3,2019,ACAD,Kidney Blood Pressure Research,A,B,C,"  # (a) Department of Neurology, People's Hospital of Shaanxi Province, Xi'an, (b) First Department of Cardiology, People's Hospital of Shaanxi Province"
4,2019,ACAD,Kidney Blood Pressure Research,A,B,C,"  (b) First Department of Cardiology, People's Hospital of Shaanxi Province, Xi'an, (c) Department of Ultrasonic Center, Northwest Women and Children's Hospital"
5,2019,ACAD,Kidney Blood Pressure Research,A,B,C,"  (c) Department of Ultrasonic Center, Northwest Women and Children's Hospital, Xi'an, China # Yong Zhang M.D, Ph.D. and Shuo Pan M.D, Ph.D"
6,2019,ACAD,Kidney Blood Pressure Research,A,B,C,"  # First Department of Cardiology, People's Hospital of Shaanxi Province # Shaanxi, Xi'an 710068 (China) # Tel. +86 29 85251331, E-Mail parker1985sina.com Table 1."
7,2019,ACAD,...ournal of Mechanical Engineering,A,B,C,"  Hefei University of Technology, School of Mechanical Engineering, China # (2) Xi'an Jiaotong University, Institute of Turbomachinery, China # Highlights # * Gas cavitation in"
8,2019,ACAD,PLoS ONE,A,B,C,"  Information, USA) and synthesized by TSINGKE Biological technology (TSINGKE Biological technology, Xi'an, China). Quantitative real-time PCR was performed using SYBR Premix EX Taq II"
9,2019,ACAD,J Neuroinflammation,A,B,C,"  aged 6-8 weeks were purchased from the Fourth Military Medical University Experimental Animal Center (Xi'an, China). Animals were housed in groups of five under standard laboratory conditions"
10,2019,ACAD,BioMedical Engineering OnLine,A,B,C,"  , Air Force Medical University (Fourth Military Medical University),, 710032, Xi'an, People's Republic of China. # References # 1. Adler A,"
11,2018,ACAD,China Foundry,A,B,C,"  , China; # (3.) School of Materials Science and Engineering, Xi'an University of technology, Xi'an 710048, China # (*) Xin-wang Liu #"
12,2018,ACAD,China Foundry,A,B,C,"  3.) School of Materials Science and Engineering, Xi'an University of technology, Xi'an 710048, China # (*) Xin-wang Liu # Male, born in 1982"
13,2018,ACAD,J Materials Science,A,B,C,"  , o' -diallylbisphenol A (DBA) were obtained from Northwestern Chemical Institute (Xi'an, China) and Laiyu Chemical Factory (Shandong, China), respectively."
14,2018,ACAD,...Internet and Information Systems,A,B,C,"  # Xiaohu Tang received the B.S. degree in applied mathematics from Northwest Polytechnic University, Xi'an, China, in 1992, the M.S. degree in applied mathematics from Sichuan University"
15,2018,MOV,Dude,A,B,C,"  out of here. Thomas, I told mom we'd be home soon. Xi'an dinner tomorrow night  Oh, definitely. Okay. We got to hit all"
16,2017,ACAD,ACI Structural Journal,A,B,C,"  at the Key Laboratory for Bridge and Tunnel of Shaanxi Province, Chang'an University, Xi'an, Shaanxi, China. His research interests include impact analysis of concrete and composite"
17,2016,ACAD,Korean Studies,A,B,C,"  Europe and North Africa) and China. Its easternmost point, Chang'an feile (Xi'an today), is considered the starting point of the Silk Road. Therefore,"
18,2015,FIC,FantasySciFi,A,B,C,"  , the journey was very tough on her. By the time she arrived in Xi'an, she fell ill, and yet she forced herself to go on so that"
19,2015,NEWS,CSMonitor,A,B,C,"  Washington. During his second visit the police tracked him down in his hometown in Xi'an, and "" seemed surprised to see me, "" Zhou remembers. But the"
20,2015,NEWS,Pittsburgh,A,B,C,  Sushi (5882 Forbes Ave.; 412-422-7188) owner Ping Geng has recruited chefs from Xi'an in northwest China. They arrived a few weeks ago and will offer foods from
21,2014,MAG,MotherJones,A,B,C,"  high-ranking oil executives filed into a vaulted meeting room in a cloistered campus in south Xi'an, a city famous for its terra-cotta warriors and lethal smog. The Communist Party"
22,2014,MAG,MotherJones,A,B,C,"  a burning cough by our second day. On a bullet train from Beijing to Xi'an (roughly the distance between San Francisco and Phoenix), we whizzed along at"
23,2014,MAG,MotherJones,A,B,C,"  's unclear when they will release them. # Back at the guesthouse compound in Xi'an one evening, after the conference had adjourned for the day, we sat for"
24,2014,MAG,NewRepublic,A,B,C,"  new song, Drake's "" Started From the Bottom. "" Weezy was from Xi'an, in the north, but had come to Chongqing since his dad started working"
25,2014,NEWS,OrangeCR,A,B,C,"  the following morning for the next stop of their tour, the walled city of Xi'an. It wasn't until the morning after that when the Clarks turned on CNN"
26,2014,NEWS,OrangeCR,A,B,C,"  OK, but they couldn't get lines out until the following day. In Xi'an, the demonstrations were continuing, Clark said. The group saw trucks and tractors"
27,2014,NEWS,OrangeCR,A,B,C,"  , no, don't do that.' "" Clark and his wife left Xi'an and China without incident. Diane Clark died in December. Many young Chinese today"
28,2013,TV,Ancient Aliens,A,B,C,"  Province, China. In 1974, farmers digging a well outside the town of Xi'an made an astonishing discovery... a life-size clay soldier intricately carved and dressed for battle"
29,2012,FIC,KenyonRev,A,B,C,  were not also taken from someone else. # Today Trevor took the train to Xi'an. An old woman on the train asked him whether he had just returned from
30,2012,NEWS,USAToday,A,B,C,"  sing at Ellen's Stardust Diner and ordered lamb and noodle soup at Chinatown's Xi'an Famous Foods. She shopped at Macy's, posed for photos between the lions"
31,2012,WEB,jcp.org,A,B,C,"  Peking University, IAIK University, IBBT-Ghent University, University of South Florida, and Xi'an Jiaotong University. # The JCP program has already benefited tremendously from the increased diversity"
32,2012,WEB,richmondregister.com,A,B,C,"  the trip, Ferrell had a chance to use his knowledge of Mandarin while touring Xi'an, a city of around four million people on mainland China. # "" Xi'an"
33,2012,WEB,richmondregister.com,A,B,C,"  Xi'an, a city of around four million people on mainland China. # "" Xi'an is like the academic hub of China, "" Ferrell said. "" It's"
34,2012,WEB,richmondregister.com,A,B,C,"  universities and it has a lot of history behind it. "" # While in Xi'an, Ferrell visited the site of the Terracotta Army, a collection of more than"
35,2012,WEB,richmondregister.com,A,B,C,"  of China. # Ferrell's group also enjoyed a 9-mile bike ride along the Xi'an City Wall, a 39-foot tall and up to 52-foot wide structure that provided a"
36,2012,WEB,earthquake.usgs.gov,A,B,C,"  formerly Shensi), China, about 50 miles (80 km) east-northeast of Xi'an, the capital of Shaanxi. More than 830,000 people were killed. Damage extended"
37,2012,WEB,earthquake.usgs.gov,A,B,C,"  more than 3 meters. Fifty percent of the people were killed. "" In Xi'an one of China's major cities then as it is now, "" city walls"
38,2012,WEB,earthquake.usgs.gov,A,B,C,"  in 7 provinces and regions, including the major cities of Lanzhou, Taiyuan, Xi'an, Xining and Yinchuan. It was felt from the Yellow Sea to Qinghai ("
39,2012,WEB,earthquake.usgs.gov,A,B,C,"  and Mianyang; (VII) at Chengdu; (VI) at Luzhou and Xi'an; (V) at Chongqing, Guozhen, Lanzhou, Leshan, Wu'an,"
40,2012,WEB,plosone.org,A,B,C,"  United States of America, 11 Department of Hepatobiliary Surgery, First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi Province, China, 12 Laboratory of Physiological Studies"
41,2012,WEB,plosone.org,A,B,C,"  , 11 Department of Hepatobiliary Surgery, First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi Province, China, 12 Laboratory of Physiological Studies, Section on Oxidative"
42,2012,WEB,theatlantic.com,A,B,C,"  Bank of Guangzhou 14 months ago and to increase its existing holding in Bank of Xi'an, and is still waiting for regulatory approval. Foreign banks in China wanting to"
43,2012,WEB,wowowow.com,A,B,C,  when he was younger to a rather odd assortment of places. Machu Picchu and Xi'an and once had almost bought a bar in a small backwater town in Mexico.
44,2012,WEB,china.notspecial.org,A,B,C,"  shut down in the Pearl River Delta; cotton cloth manufactures pull the plug in Xi'an; and, farmers and itinerant workers go hungry in Xinjiang. # What's"
45,2012,WEB,...tionalgeographic.com,A,B,C,"  's tomb for eternity was discovered in 1974, when farmers near the city of Xi'an dug a well and found a clay head -- the first of perhaps 7,000 unique"
46,2012,WEB,...tionalgeographic.com,A,B,C,"  and scholars suspect it contributed to his death. # How to Get There # Xi'an is a major city serviced by bus, train, and an international airport."
47,2012,WEB,wattsupwiththat.com,A,B,C,"  The Institute of Earth Environment Chinese Academy of Sciences (IEECAS) was established in Xi'an in 1999, it is based on the Stay Key Laboratory of Loess and Quaternary"
48,2012,WEB,earthquake.usgs.gov,A,B,C,"  in 7 provinces and regions, including the major cities of Lanzhou, Taiyuan, Xi'an, Xining and Yinchuan. It was felt from the Yellow Sea to Qinghai ("
49,2012,WEB,earthquake.usgs.gov,A,B,C,  Damage occurred from Lanzhou through Minqin and Yongchang to Jinta. It was felt at Xi'an and as far as 700 km (440 mi) from the epicenter. This
50,2012,WEB,earthquake.usgs.gov,A,B,C,"  completely destroyed. Damage and casualties also occurred at Chengdu. Felt at Chongqing and Xi'an. Landslides created 4 lakes on the Min Jiang River. Over 2,500 of the"
51,2012,WEB,earthquake.usgs.gov,A,B,C,"  and Mianyang; (VII) at Chengdu; (VI) at Luzhou and Xi'an; (V) at Chongqing, Guozhen, Lanzhou, Leshan, Wu'an,"
52,2012,WEB,kotaku.com,A,B,C,"  sightings  # The photo was apparently taken on September 26 in the city of Xi'an. A figure that looks like Jobs, complete with his iconic pose and black"
53,2012,BLOG,travel.cnn.com,A,B,C,"  love it: A meaty, spicy version of the Shanghainese cong you bing, Xi'an's niu rou bing is known for its crispy dough exterior and ground beef stuffing"
54,2012,BLOG,...obypage.edublogs.org,A,B,C,"  of this creating. # Du Wenbo, thirty, is really a student via Xi'an Jiaotong College or university. Your dog writes year-end reports in order to wedding ring"
55,2012,BLOG,...obypage.edublogs.org,A,B,C,"  Or perhaps you'll be able to view this fireworks at the bell system around Xi'an. On the other hand, a lot of schools can be found upon campuses"
56,2012,BLOG,...sspaceindustries.com,A,B,C,"  is law. In fact, shippers take note, The Collective prefers human and Xi'An goods specifically because they wish to avoid the influence of their own people... and"
57,2012,BLOG,jetsettimes.com,A,B,C,"  "" Texas ""  Ask a true local and the answer is bound to be Xi'an. # Xi'an, capital of China's beautiful Shaanxi province, is an intriguing"
